CDNAME,CDUID,Aerospace Vehicles and Defense,Agricultural Inputs and Services,Apparel,Automotive,Biopharmaceuticals,Business Services,Coal Mining,Communications Equipment and Services,Construction Products and Services,Distribution and Electronic Commerce,Downstream Chemical Products,Downstream Metal Products,Education and Knowledge Creation,Electric Power Generation and Transmission,Environmental Services,Financial Services,Fishing and Fishing Products,Food Processing and Manufacturing,Footwear,Forestry,Furniture,Hospitality and Tourism,Information Technology and Analytical Instruments,Insurance Services,Jewelry and Precious Metals,Leather and Related Products,Lighting and Electrical Equipment,Livestock Processing,Local Commercial Services,Local Community and Civic Organizations,Local Education and Training,Local Entertainment and Media,Local Financial Services,Local Food and Beverage Processing and Distribution,Local Health Services,Local Hospitality Establishments,Local Household Goods and Services,Local Industrial Products and Services,Local Logistical Services,Local Motor Vehicle Products and Services,Local Personal Services (Non-Medical),"Local Real Estate, Construction, and Development",Local Retailing of Clothing and General Merchandise,Local Utilities,"Marketing, Design, and Publishing",Medical Devices,Metal Mining,Metalworking Technology,Music and Sound Recording,Nonmetal Mining,Oil and Gas Production and Transportation,Paper and Packaging,Performing Arts,Plastics,Printing Services,Production Technology and Heavy Machinery,Recreational and Small Electric Goods,Textile Manufacturing,Tobacco,"Trailers, Motor Homes, and Appliances",Transportation and Logistics,Upstream Chemical Products,Upstream Metal Manufacturing,Video Production and Distribution,Vulcanized and Fired Materials,Water Transportation,Wood Products
Prescott and Russell,3502,1.563504916,5.110766921,0.97785536,0.005655042,0,0.285371226,0.505188322,0.245504962,0.699738474,0.414687411,0,0.833039778,0.474499858,0.041925611,2.418975279,0.12267435,0,3.653816671,0,0,0.54326695,1.392606365,0.464744286,0.025492524,0,9.557493605,0,0.342892636,0.359975381,0.495843844,2.110804624,0.591350826,1.197517854,0.885750861,1.207721431,1.122329351,1.554864247,0.856430281,1.73907994,1.685375536,1.073174711,1.626955064,1.110994282,0.871667429,0.282316738,0.041378555,0.134944671,0.160781977,0,0.547845934,0,0,0.092079787,1.576103918,0.486832069,0.262054508,1.169338984,1.658931169,0,0.11455496,1.143047399,0,6.725444059,0,0.13377015,0.329542701,0.198410296
Ottawa,3506,1.174241009,0.214148735,0.077133132,0.129100021,0.062150362,1.415472429,0.05383051,2.784290598,0.184447595,0.622333403,0.320689742,0.394937381,1.753714655,0.042359789,0.641175826,1.417154651,0,0.175158066,0,0.010020249,0.180863391,0.426146391,2.473880944,0.433210394,12.72494391,0.214588224,0.612158366,0.010310821,1.137743275,1.483256967,1.317998606,2.107523212,0.670380087,0.889280722,1.166847643,1.047535434,1.269076892,0.540280096,0.782796696,0.780986974,1.18507925,0.979098026,1.084529427,0.66850933,1.288105637,1.367644623,0.014379074,0.16482452,0.164501157,0.29160063,0.020640709,0.067612226,0.773062889,0.112581591,1.486440722,0.186969204,0.237253654,0.34438404,0,0.059469815,0.542130555,0.833712984,0.008882473,1.050541965,0.103319234,0.00231219,0.11356771
Leeds and Grenville,3507,0.05371291,6.930637192,0,0.029649065,6.339718324,0.253768871,0,0.70846596,0.430908698,0.490817796,8.51747841,0.013976944,0.309906415,0.134429817,0.787309914,0.226927892,0,1.485792267,0,0.056610104,0.189038351,2.20574635,1.13542316,0.302142181,0,0.65667947,5.223235622,0,0.570449654,0.906201946,4.401697968,0.655484818,0.60059604,1.154028998,1.153014446,0.903879254,1.083427172,0.607969875,0.737757698,0.931522418,0.924638187,0.838775287,1.12754943,0.21550771,0.294551962,9.29484695,0,1.058380453,0,0.555661446,0.05878415,1.532635985,0.298256301,0.208278553,0.413198727,1.341728132,0.876488015,0.771865605,0,0.193034,0.939741086,8.050452917,0.906066788,0.071088345,0.020496813,0.099060195,0.296720123
Lanark,3509,3.452088282,0.222713419,0,1.642849657,0,0.209235497,0.105871547,0,0.126406155,0.377080994,1.610346092,0.204693483,0.04998163,0.015428041,0.217133016,0.098966147,0,0.489835592,0.47309195,1.000529408,0.189446536,0.571208598,1.114922593,0.042214023,0,0,0,0,0.424135917,0.576879971,0.083630982,0.631033804,1.08517909,1.573227933,1.460818749,3.458153979,1.127322308,0.79398224,0.487886685,1.220364739,0.966008676,1.160553349,1.226491296,0.133178061,0.219209057,0.630898949,0.028280149,3.46540905,0.539223083,2.937983891,0,0,0.348521964,0.000803413,2.181383355,1.614547027,2.185205276,5.010329384,0,0.003167066,0.213929939,0,1.455805766,0.025972843,0,0,0.565305484
Frontenac,3510,0,0.229825075,0.299468819,0.001939002,0,0.533607145,0.065765654,0.033671526,0.340092187,0.339571884,0.558512203,0.352071957,3.153863414,0.004791822,0.927479523,0.252375709,0,0.316471223,0,0.032958987,0.138019511,0.904211032,0.391878042,1.024868692,0.075687837,0.131083052,0,0.083979379,0.870490711,1.474608973,1.477753689,1.090344228,0.781687065,1.067824677,1.579271178,1.199392108,0.985307664,0.599138763,1.084283219,0.933993905,1.047403873,1.07825154,1.131718884,1.043210803,0.290998997,0.837007715,0.017567161,0.382891954,0,0.536943035,0.067624262,0.050989514,0.279640771,0.279541691,0.407493693,1.734027882,0.123474987,4.728864899,0,0.017705964,0.616300247,0.339781519,1.356483703,0.228220729,0.157003555,0.430788486,0.166463391
Lennox and Addington,3511,0,0.077932747,0,0.496025535,0,0.157501548,0,0,1.374653166,0.235100416,0,0.051713523,0.019674671,4.858776338,3.723154891,0.082019889,0,0.074071542,0.993277071,0.318281045,3.97751221,0.477035924,0.041180709,0.3249773,0,0,0,0,0.306746049,0.626875057,6.129188221,0.351120417,0.534343327,0.836843189,1.23592004,0.640448644,0.497941747,1.204862013,1.348625604,0.882898922,0.847149771,0.838624123,1.039314644,1.276117754,0.145156594,0,0,0.010214584,0,2.479136866,0,6.893596041,0,0.977030057,0.033187746,2.453171556,1.623176319,0,0,0,0.755101475,0,0,0.001807092,31.01962177,0.477385489,0.209450009
Hastings,3512,0,1.236400438,2.103005788,2.541473786,1.598455497,0.495757969,0.011794768,0.024073857,0.912240041,1.124808541,0.119198482,1.121909315,0.519295315,0,0.593074117,0.256778581,0,1.793121579,0,0.525149889,0.228908919,0.541323775,0.247661563,0.540572999,0,0,4.395932848,1.543080737,0.860755805,0.940511055,1.074477219,1.006181866,1.150720285,1.332765225,1.161151185,1.141560312,0.907221695,0.566290616,1.489416819,1.398810461,0.998416108,0.970960023,1.537433614,0.853598028,0.35944795,2.081237263,0.00315059,1.36549383,0,0.984884433,0,5.468333574,0.225730222,2.118287731,0.603745786,0.410273944,1.474606538,1.207770651,0,0.160348457,1.142887078,0.929777369,1.939668186,0.18073938,0.869222958,0.020196546,1.353053347
Prince Edward,3513,0,0.958066572,0,0.02301924,0,0.304912233,0.489620025,0.199868996,2.106040894,0.85562484,0.098962461,0.241794628,0.077962472,0,0.082895616,0.614590092,0,6.048977937,0,0,0.218292696,2.771712827,0,0.570729981,0,0,0,0.049848866,0.909536869,1.100927325,0.022590888,0.618165422,0.67774902,1.245959017,1.676500113,1.330897777,2.808319521,0.098580914,0.771435597,1.215132935,0.62810475,1.449152495,0.52060677,0.049106073,1.051064955,0,0.130786106,0.082338428,0,11.78738007,0.02878555,0,0.267726542,0.037279879,0.407993705,0.062810299,0.074597433,0,0,0.011677764,0.217209388,0,0,0.182650502,0,1.760622183,0.306532692
,3514,0,0.480796431,0,1.691402813,0,0.164053019,0.022855678,0,0.826489293,0.62961242,5.665447142,2.056773009,0.102133217,0.016653122,0.10438908,0.115258186,0,2.704135822,0,0.179996252,0.096243886,0.884737868,0.137051932,0.2506134,0,1.138889314,7.060486928,0.072963832,0.514074421,0.992719434,0.260404735,1.103071054,1.18661077,1.634448711,1.455740467,1.5230102,1.327310781,0.970776134,1.308716386,1.363586584,1.07159249,0.980438505,1.1880052,1.83016196,0.462569852,0.065743309,0.006105153,2.467997437,0,1.280861908,1.373703521,5.847763201,0.485920768,3.760567507,0.341246149,0.804497098,0.589616987,0.053546336,0,3.158257722,0.619126026,19.61664431,2.357108367,0.133672854,0.110019679,0.024543089,1.5296988
Peterborough,3515,0.359222453,0.015147346,0.172556218,0.705632376,0,0.495945643,0.051844406,0,0.257629591,0.390065383,0.558572499,0.29850246,0.853099068,0.069254003,0.598836498,0.629167346,0,1.550062472,0,0.185587438,0.432589731,0.933253355,1.557294322,0.1521678,0,0,5.58026841,0.110337762,0.705347754,1.550102851,2.995565089,1.932158593,0.68805447,1.080215594,1.20090362,1.03774967,1.160802485,0.539832332,1.08626775,1.056240441,1.044466902,0.932809126,1.338374445,0.867896827,0.431932269,0.024620064,0.013848551,0.626971493,0.220044174,1.072025527,0.003185763,0.435457465,0.456300597,2.555365583,0.251570038,1.517686963,1.074561246,0,0,0.102099984,0.918545128,1.84745123,0.035762788,0.178028808,0.134391243,0.092786707,0.626719195
Kawartha Lakes,3516,0.019707849,0.593349399,0.043891848,0,0,0.540737707,0,0,0.358151353,0.451745069,0.153223478,0.283543691,0.155938236,0,1.373798359,0.330075571,0,0.715203691,0,0.138472409,0.495287016,0.57219202,0.628246726,1.389757202,0.278242546,0.240942824,0.028183262,0.478521885,0.656837077,0.835447122,3.296090728,0.832787599,0.92020635,1.2241337,1.37677847,1.219725067,1.574708329,0.522340387,1.367356872,1.703049079,0.865427769,1.164953751,1.006111939,1.110050881,0.17511013,2.497233924,0,0.433415589,0,3.84737921,0,0.206191617,0.381359074,2.864778388,0.487308526,0.736278273,2.564080663,0.566411733,0,0.401390877,0.293824433,0,0.016622287,0.057345717,0.033723232,0,0.322730893
Durham,3518,1.451114216,0.263026075,0.621865733,3.055263939,2.895355795,0.468579081,0.091551068,2.799387585,0.852022114,0.776159799,1.063019796,1.768228206,0.883055042,16.89514969,1.012318287,0.447291622,0.002264782,0.482041708,0.056819475,0.007282786,0.293785147,0.377191841,0.455544701,0.152100155,0.087802951,0.025344184,1.440760697,0.058453017,0.796789573,0.66539841,1.373217662,0.980327824,0.84312884,1.0931383,1.12231701,1.246508565,1.445578267,0.863286452,1.087043648,1.182032446,1.280363679,0.905326917,1.435657416,0.941633479,1.388667562,0.628835991,0.024454898,0.948073239,0.129523965,0.699734371,0.320166928,1.135703922,0.812749082,1.054789276,0.605613086,0.902095128,0.788719914,0.675070683,0,0.443460294,0.794636577,0.315305101,0.446705742,0.306807831,0.628366562,0.122887734,0.379167355
,3519,0.410607273,0.477584996,0.561869733,1.982727803,1.360456932,1.130299126,1.279369833,1.147262964,0.573854655,2.041309495,1.379038835,2.079306219,0.326681481,0.095283118,0.598929215,0.989396844,0.005032259,0.658088945,0.486966934,0.026584831,2.381106289,0.669561737,1.614046635,1.006908279,0.687476839,1.013648434,1.430169977,0.344801417,0.853154172,0.398535943,0.575522109,1.170059133,1.07981246,1.062819615,0.869433422,0.928157928,1.273541572,1.551985641,0.716359397,0.891944677,1.082450813,1.444533086,0.959541315,0.622932228,1.963161348,1.62810168,0.348994928,1.412269394,0.246683369,0.443979412,0.027367849,0.762304391,0.143386686,1.715981746,2.903514403,0.863151628,1.114194343,0.29238316,0.025835083,0.184226568,0.535676419,0.521491757,0.524157169,0.240227007,1.065396532,0.024271272,0.493616084
Toronto,3520,0.434957218,0.061337474,1.653928312,0.274775796,2.142742196,1.939659388,0.249368316,1.529365526,0.818596972,0.856951255,1.687508895,0.348123711,1.271380977,0.3544404,0.559218662,2.637222414,0.028999959,0.804229677,0.727558942,0.029653209,1.453706583,0.674779337,1.651974777,2.094148693,1.094707788,1.0817528,0.819648613,0.449742178,1.389107518,1.303061068,0.392193732,0.876158824,1.272042212,0.906568058,0.966007626,0.835277245,0.66050466,0.894111559,0.765934381,0.40203382,0.845093714,0.711974999,0.948376664,0.883247659,2.849358274,0.899232228,0.911075781,0.648840793,5.179242452,0.271398404,0.059070638,0.809018454,1.991529712,0.898706636,1.037755137,0.335179398,0.743772083,0.72853492,0.475379906,0.148379676,0.280397577,0.556695801,0.241493451,2.256394038,0.227515105,0.209192692,0.137742196
Peel,3521,1.374738251,0.13164349,0.523308545,1.573170835,1.074589389,1.866809822,0.008273225,0.725679387,0.450516574,2.708001285,1.827254651,1.16478038,0.22120031,0.042660002,0.483561316,1.81191903,0.031171643,1.115490704,0.085313754,0.018225026,1.239049572,0.684162848,1.312575532,0.556139173,0.14648341,0.431278508,1.384005067,1.296181151,1.464928901,0.467526051,0.386473369,0.423769413,0.675044646,0.798864437,0.564666144,0.666024082,1.07626085,1.456929548,1.859084505,0.909276697,0.58334639,0.762966329,0.783983477,0.469578525,1.642967925,1.089173851,0.002209924,1.972949192,0.275511443,0.058544493,0.081083657,0.976470263,0.311193621,1.924576606,1.716810582,1.151079675,1.33203993,0.665061914,0,0.282164256,2.133184697,0.464344246,0.904152718,0.425940274,0.638049924,0.187931379,0.466264818
Dufferin,3522,0.496215769,0.800340991,0.55256732,2.692144671,0.04880683,0.704797323,0,0,0.343212661,0.450320671,2.499191871,1.910051665,0.121578587,0.02217683,0.113004533,0.224617188,0,0.347827735,0.680039636,0.130745226,3.460630935,1.898547682,0.381367672,0.192153262,0,0,1.774036685,0.019433071,0.98264646,0.678218694,0.12577619,1.117879486,1.061935148,1.27775219,1.177682517,1.249051792,2.237807577,0.717932332,1.167813756,1.852885808,1.016244486,1.207730596,1.462241339,1.269458627,0.997745074,0,0,1.172210965,0.77509894,0,0.024908919,0.023598242,0.814089562,5.19636932,0.068165218,1.593887029,0.81426931,0.356536155,0,0.127468795,0.904705401,0,0,0.29125123,0,0.032683837,0.740163526
Wellington,3523,0.108220508,3.467680472,1.87972116,10.94287995,1.986947438,0.430901336,0,1.144196742,0.655292891,0.868986338,1.143040843,2.128815669,1.946823081,0.035468261,1.048801975,0.386454022,0,1.851589481,0.988739704,0.145740471,0.703630048,0.206806788,0.900719685,0.497002541,0.254649379,1.102562159,3.967040915,1.474890209,0.505065952,2.036126226,1.263001797,0.661514767,0.629417845,0.895919913,0.853338866,0.766424593,0.919059595,3.145121168,0.712197989,0.985047104,0.883692719,0.945995809,0.741261904,0.598642479,0.502950012,0.272909347,0,0.654858971,0.112695063,0.728305486,0.003625322,1.389576375,0.1547838,3.721688423,0.678714168,4.787504135,0.698526171,1.752446151,0,0.247185522,0.797010429,0.147669645,0.234082631,0.132323207,3.124103709,0.033264333,0.64785474
Halton,3524,1.119052823,0.088341492,0.115530902,3.650208802,0.317664279,1.266795957,0.102525729,2.371055527,0.73647609,1.77431233,3.151949172,0.932600694,0.591388481,0.131678762,0.44153612,1.627374619,0.003095112,0.8037774,0,0.033590873,0.410257707,0.394365222,1.244039705,0.813557184,1.079944804,2.355250828,2.021650436,2.364328524,0.841880774,0.810732366,1.010226225,1.204666725,0.954110144,0.957772881,0.772202957,1.099453438,1.283282675,1.114716783,0.791636407,1.037161647,1.645028109,0.768052357,0.948057186,0.695830236,0.932436083,0.961099547,0.027386422,1.382481919,0.442527305,0.12989842,0.02011886,0.514666552,0.175189408,1.212805039,0.567456798,1.668055863,0.548799673,0.103321628,0,0.077956086,0.706594016,0.231176206,0.663523397,0.47834458,6.33602376,0.447844455,0.218620081
Hamilton,3525,0.009186548,0.321891503,1.959851083,0.974354497,0.187942819,0.793155589,0.032777287,0.063469644,0.435228347,0.713046653,0.180325886,1.103572589,1.864339454,0.009853545,1.491941164,0.474887668,0.010036337,1.183745366,3.071891376,0.025818819,0.325773755,0.353290448,0.16921554,0.605877014,0.726314465,1.482521688,0.207568514,1.624714951,0.793824057,0.989374135,1.272832474,0.76913299,1.111862257,1.131402402,1.429861106,0.998373021,1.176362808,1.422450751,1.048627575,0.974183237,1.1384002,0.921182178,1.092247351,0.97901433,0.567474515,1.037175882,0.008755389,2.407603585,0.459186301,0.344595356,0.072799835,0.087375857,0.857911236,0.511444692,1.461707997,1.912392737,0.495675184,1.663588354,0,1.152036164,0.585142542,2.144945507,9.774524399,0.389770324,0.778271772,0.583299851,0.239220689
Niagara,3526,1.205921034,1.774136824,0.368384411,2.047825579,0.091947346,0.453472168,0.017201954,0.440363626,0.586725076,0.747100154,0.686826508,0.995983559,1.120027185,0.0041779,1.665360933,0.594888291,0.040851877,1.767894418,0,0.043104488,0.695849171,2.785440318,0.334105178,0.202909494,0.065990811,0.114288865,0.45786955,0.38989678,0.750742701,0.82601206,1.47068959,0.818587356,0.989762162,1.118388049,1.044634635,1.496929003,1.205690418,1.332019901,0.772800857,0.963300656,0.841123762,0.87912642,1.390258977,0.64901764,0.678719547,0.69047515,0.004594944,1.78645709,0.292042285,0.340099647,0.04909659,1.233676344,1.156148203,0.715541927,0.496544487,1.001060906,0.708702891,0.102254941,0,0.359556656,0.663279898,2.466164175,0.823942658,0.351097889,2.77117856,3.272614852,0.474745368
Haldimand-Norfolk,3528,0.424120291,4.07395128,0.024225229,0.647505499,0.13905219,0.907490022,0.017343037,0,0.400427737,0.886981475,1.121125029,0.675969916,0.112735495,0.012636497,1.712030469,0.36476661,0.169896073,3.857657786,0,2.011485174,0.697150006,0.471332781,0.005075224,0.662703451,1.995961223,1.901232556,4.366903289,1.40628192,0.498252816,1.189551474,0.327536979,0.773738292,0.822237501,1.15034362,1.076248562,1.068074036,1.785758274,0.89977232,1.153307233,1.246980231,0.942118651,1.009667578,0.95719813,0.889705771,2.163750929,0.206697724,0.00463263,0.289460469,0,0.240670436,1.611344736,0,0.642286169,0.051276141,0.129469898,0.933063965,1.681429472,0.212525883,33.30326805,12.13450446,0.787227161,1.589171237,19.68640463,0.082273418,0.376782227,4.264771257,1.19271676
Brant,3529,0,0.484917854,0.425024717,0.400581247,3.777090162,0.37170356,0,0.450631257,1.991322011,1.437561563,3.416566715,1.308520457,0.130319944,0.00610759,1.005521824,0.59386079,0,2.992732176,0.187285717,0.006001296,3.447676042,0.163921594,0.40438543,0.225605463,0.482353357,1.754304808,1.065097886,2.092611615,0.922779863,0.820099477,1.851205603,0.719847666,1.052300999,1.025549019,1.183806416,0.862390576,1.138086899,2.867098175,1.342718689,0.961469674,0.702938578,0.904445461,0.76231547,1.132593436,0.368405522,0.183155654,0,2.919859589,0,0.752479774,0.016810555,1.299810614,0.270194105,2.157218178,1.558157506,3.905908308,7.271831744,0.885114048,107.3096543,1.574638734,0.948770279,1.024124213,1.50901293,0.054817451,6.026821561,0,0.48203736
Waterloo,3530,1.599832934,0.380512893,1.127163808,4.103380412,1.218243826,0.881291566,0.063309706,5.427046293,1.836808072,0.854830771,1.288359182,1.710393274,1.720151036,0.023723365,0.643911509,0.557541413,0,1.430765464,0.202073126,0.018130382,0.984572088,0.452046896,3.06318485,1.132346621,0,8.688937907,4.485020279,1.858240045,0.886782403,0.667574865,0.749059395,0.753989464,1.290294753,0.860903676,0.956159354,0.891809097,1.552618524,1.279051303,0.85951946,0.931959277,0.728253012,0.921658377,0.835583869,0.868531839,0.771475276,1.779251012,0.016911134,4.527543055,0,0.50212978,0.03058237,0.870914618,1.020967091,2.181106909,0.559624615,2.658277766,1.495134818,2.825580185,0,5.791640056,1.072151057,0.055249269,0.981562049,0.08861674,0.682026591,0,0.579994781
Perth,3531,4.506569728,2.083664494,0.397629495,7.821829831,0,0.288105958,0,0,1.667520859,0.908214269,0,2.554672252,0.094089639,0,0.294497216,1.172968541,0,3.673004224,0.617603517,0.197901973,1.799111032,0.55580319,0.102556484,0.560272788,0,0,0.483347398,5.497623908,0.415587969,0.753094824,0.123899026,0.71145426,1.040575963,0.885435676,1.024090128,1.015779692,0.871778005,1.808883191,0.524616707,1.0901019,0.923493685,1.041232478,1.079268935,0.413470065,0.154725133,0.02944161,0,1.831168147,0,1.146715905,0,1.607372183,4.82470651,7.949918434,0.330169607,2.840763132,0.812790651,8.132375626,0,1.881041107,1.127228287,0.211075464,2.790544109,0.032895299,13.61700995,0,0.339449586
Oxford,3532,0,2.121040166,3.772486937,25.46707128,0,0.197975622,0,0,0.9700053,1.06259215,0.999600742,1.90458584,0.050310756,0.007871301,0.534002104,0.297636934,0.096207847,1.852238129,0,0.030937246,0.804545237,0.444183119,0.212206534,0.818419703,0.124328856,0.53830994,1.083024077,1.158771464,0.494468212,0.89330644,0.134854235,0.427019458,0.746619139,0.943546516,0.828608378,0.90030174,1.073386096,3.881065275,0.995530211,1.201461608,0.665406129,0.909614963,0.805402398,0.485025462,0.292125428,1.234024391,0,2.92428274,0,0.382033,0,0.418790406,0.06668024,3.134018749,0.483882477,3.555325368,1.865588065,1.459045984,0,0.42117089,1.827006943,0,3.194536958,0.001756512,4.639665295,0,0.389434306
Elgin,3534,0,6.469981351,0,14.75881034,0,0.102738057,0,0.104980419,0.526806187,0.766405524,0,2.701992009,0.0474026,0,0.305312273,0.365684422,1.40605035,0.746558788,0,0.190837916,0.815253527,0.265257429,0.014485396,0.347464995,0,8.173762972,0.023902279,0.078548775,0.38982297,1.363546245,0.103791468,0.612635014,1.037148778,1.362553098,1.251503825,1.148605641,0.904393675,0.773710574,1.081712817,1.200031476,0.909148498,0.953082289,1.064135946,2.785619727,0.333418917,2.110175427,0,3.246983602,0,0.278886303,0.037798748,0.238461149,0.154684567,3.737678819,1.882753267,4.373577407,1.978691696,0,0,0.398478688,2.128649231,3.507171145,1.249936455,0.008334718,0,0.880723821,3.20532943
Chatham-Kent,3536,0,5.426076558,0.221577781,4.205553287,0,1.074484259,0.016175816,0,0.254508834,0.758578632,0.81736779,0.662213911,0.170770835,0.04698512,0.565517672,0.19035481,3.043688289,2.468008841,0,0.073867849,0.760758418,0.642803728,0.005020512,0.467101791,0.148427968,2.056488013,0.075171544,0.164688135,0.392858549,1.211273203,2.488222906,0.856824027,0.923633923,0.811952945,1.358230247,0.883831763,0.953375329,0.645426327,0.894137487,1.316210411,0.729979416,0.750926108,0.927324604,5.647820101,0.261352955,0.227904288,0.004320844,4.922598555,0,0.035083372,0.128385309,0.599959279,0.114985163,0.735630947,0.519907652,1.530838426,2.821866028,0.106856887,0,4.906412011,0.757262396,2.166585206,3.99020759,0.025256155,1.819653512,0.623212875,0.453250256
Essex,3537,0.458677477,4.474862949,0.128411107,11.31307561,2.1170868,0.42698117,0.032937616,0.007026589,0.622738953,0.611917429,2.326768105,1.522908022,1.350843308,0.313987317,2.065591733,0.442258328,0.285997526,1.401568338,0,0.001965113,0.34697153,1.0091055,0.249744104,0.753333355,0.979263463,0.43767153,0.326366634,0.220813171,0.772003709,1.058152981,0.960558388,0.575194499,0.909088922,0.812826318,0.962413842,1.015809856,0.784606775,1.622300944,0.790680923,1.005458263,0.900056715,0.878545173,0.931880781,1.062189429,0.423213602,0.670819611,0.008798215,12.96655263,0.069898866,1.20747167,0.049474059,0.170248238,0.734150629,3.45625169,1.665885356,2.332128815,0.591345819,1.332601914,0.087845872,0.06076039,1.421138451,0,1.490052196,0.058463402,0.206270653,0.061896389,0.159425888
Lambton,3538,0,3.363041019,0.543381839,0.315979092,0,0.496934559,0,0,2.747831754,0.665845455,2.038333815,0.531563059,0.793910282,0.049244273,5.284035753,0.306386532,0.171969588,0.723912282,0,0.152074186,0.187256885,0.372777836,0.617350597,0.51330131,0,1.44332726,0,0.28973271,0.884065266,1.182448181,0.930269628,0.766222613,1.162104554,0.839631508,1.529216225,1.032671119,1.110517496,1.034905827,0.641361943,1.045618853,0.907873429,1.086196672,0.961828824,1.49427566,0.074059378,0.421927782,0,0.602226154,0,0.722273001,5.736133258,0,0.211892598,6.00581299,0.994669708,0.612161552,0.991713427,0.13571975,1.545028892,1.00879102,0.692732326,29.96159406,1.593167997,0.00792782,4.13321923,0.21772613,0.769515232
Middlesex,3539,0.001775619,0.696851712,0.155156394,2.680467332,0.247997989,0.835312867,0.056634423,0.027881158,0.407944578,0.70153666,1.131395698,0.307937767,1.599168427,0.001587116,0.834728702,0.523242715,0,1.317393597,0,0.006237977,0.575241503,0.445189093,0.693326809,3.522611257,0.802202588,0.672955321,0.591640267,0.75100774,1.135803507,1.013413562,1.19726454,0.844143882,0.838169494,0.772912902,1.614012956,1.169948264,1.100462211,0.794757662,0.858407528,0.778675515,0.867663711,0.860666955,1.200994681,1.177321632,0.795764805,2.329277293,0.015128049,1.235892539,0.110942092,0.255593778,0.043545692,0.962639588,0.818648272,0.647113561,0.652313136,0.849773022,1.848962877,1.677753555,0,0.080360812,0.555608022,0.175854486,0.916142717,0.067771036,0.140380414,0.247940862,0.651215456
Huron,3540,0.015657412,3.703871527,0.134149822,1.182999706,0,0.218454626,0,0.049171223,0.314270974,0.925571839,0.024346474,0.430540742,0.029206378,0.013995193,1.802515834,0.165374751,0,2.592266505,2.145772415,0.110012999,4.711456672,1.074842302,0.088962518,0.657371411,0,0,0.335863863,2.121616929,0.387233756,1.1669833,3.171809191,0.625432881,1.404446652,0.957064316,1.112389748,0.988886107,1.489041433,1.619729183,0.75853958,1.100797816,0.578073158,1.322542298,0.953642892,0.751465537,0.117717316,0.038153698,0,1.197444154,0,12.43560283,0.070817423,0,0.461057458,2.292646337,0.143390706,1.783319591,0.352708035,1.401885257,0,1.71404406,0.809996347,0,0.770787582,0,0,0.330014057,1.269549229
Bruce,3541,0,9.759227987,0,0.08504553,0,0.268872255,0,0.738424229,0.491086733,0.727688761,0,1.833481058,0.082240777,65.17418122,0.646116376,0.138366417,0.256884428,1.700953208,0,0.371724725,0.508580891,1.550494632,0.026719725,0.047922395,0,0,1.042386166,0.828759097,0.344032884,0.456957208,0.028801539,0.654196356,0.847498094,1.440021413,1.205683083,1.403099484,1.088376711,0.720316982,0.579442443,0.872151441,0.975747796,1.122324595,0.887546265,0.489845896,0.1517422,0.286484791,0,0.489442259,0,0.431566277,0.008390429,0,0.019782535,0,0.818275457,0.002154529,0,0,0,0,0.549071435,2.643125703,0,0,0,0,1.205765012
Grey,3542,0,1.161148595,0.061671149,1.940057534,0,0.262047828,0.012266147,0.628017608,1.922655758,0.550243943,0.07773863,0.41454082,0.072786782,0.008937369,0.52838755,0.325878513,0.109237981,1.880239919,13.97702177,0.193200173,1.966427956,3.658325361,0.020010141,0.321981924,0.141167625,0,1.444189573,2.247675324,0.642999017,1.155226895,2.099617974,0.840934667,0.817024057,0.993684869,1.313771075,1.152127795,1.387791962,0.62044202,1.189498131,0.95552564,0.782908039,0.978919999,0.933207224,0.719900865,0.209789996,0.185235796,0.003276503,0.451047843,0,3.290058011,0.539716502,0.475510263,0.28602022,0.219849884,4.734153759,0.650470488,1.195683631,0.179049567,0,0.069590429,0.470568309,0,0.128046048,0.063673849,0.240877389,3.174390212,1.407722212
Simcoe,3543,0.890913745,0.522593754,0.424572672,4.973114519,1.461285204,0.467954732,0.1358782,0.023250952,0.32800831,0.526838816,0.855754903,1.90508187,0.600249657,0.066177234,0.905716044,0.32247609,0,0.587402605,0.338214422,0.052020404,0.312183319,2.581916944,0.194133637,0.164977949,0,0.181031633,0.50820973,0.421391554,0.835747743,1.060150971,0.461414895,1.215925678,0.829369733,1.11170831,1.152269663,1.226607113,1.437480775,1.241165153,1.6009313,1.227062303,0.993086197,1.173617539,1.434046521,1.056982108,0.389220234,3.386061508,0.036295453,1.267363024,0.231295024,1.75096775,0.168437543,0.751134173,0.350899037,1.45868383,0.721310877,1.919540125,0.568881003,5.083832947,0,3.355274753,0.780653647,0.033762333,0.298801069,0.096802869,3.892861745,0.130041183,0.572013718
Muskoka,3544,0.329504488,0.404917477,0.069890262,0.851274987,0,0.159952744,0,0,0.763246906,0.246690743,0.365973277,0.340344113,0.115278735,0.070124688,3.079186554,0.182298852,0.085710673,1.047662736,0,0.771727705,0.247754515,5.078710367,0.119643597,0.038374867,0.221526835,0.191830121,0.022438513,0,0.486265461,0.410485054,0.018057868,0.87036084,0.674795966,1.310574726,1.017413031,1.487586528,3.000866239,0.189124724,1.831523632,1.24668568,0.989372434,1.949509489,1.285051022,1.093382231,0.451668262,0.093602535,0,0.015877042,0,3.351134866,0,2.238578786,0.10560854,1.879599436,1.092085504,0.185152254,0.611530974,0,0,0.071975938,0.228295651,0,0.066170373,0.420436608,1.736146261,0.640761187,2.592005667
